,Country,type2,tpm
537,US-C,C,0
538,US-C,C,0.009388
539,US-C,C,0
540,US-C,C,0
541,US-C,C,0
542,US-C,C,0.010154
543,US-C,C,0.042695
544,US-C,C,0.11337
545,US-C,C,0.007745
546,US-C,C,0.014364
547,US-C,C,0.007697
548,US-C,C,0.151685
549,US-C,C,0.046189
550,US-C,C,0.191475
551,US-C,C,0
552,US-C,C,0.005588
553,US-C,C,0.012958
554,US-C,C,0.014548
555,US-C,C,0.001722
556,US-C,C,0.002124
557,US-C,C,0
558,US-C,C,0.027434
559,US-C,C,0.01843
560,US-C,C,0.015041
561,US-C,C,0.019281
562,US-C,C,0.004511
563,US-C,C,0
564,US-C,C,0.013034
565,US-C,C,0.17997
566,US-C,C,0.012497
567,US-C,C,0.06482
568,US-C,C,0.215548
569,US-C,C,0.028322
570,US-C,C,0.00651
571,US-C,C,0
572,US-C,C,0.01823
573,US-C,C,0
574,US-C,C,0.002399
575,US-C,C,0.02385
576,US-C,C,0.00292
577,US-C,C,0.004609
578,US-C,C,0.005047
579,US-C,C,0.051003
580,US-C,C,0.03165
581,US-C,C,0.064394
582,US-C,C,0.071131
583,US-C,C,0
584,US-C,C,0.015483
585,US-C,C,0
586,US-C,C,0.062335
587,US-C,C,0.024647
588,US-C,C,0.009111
589,US-C,C,0.206106
590,US-C,C,0.094959
591,US-C,C,0.328094
592,US-C,C,0.00964
593,US-C,C,0.505341
594,US-C,C,0
595,US-C,C,0
596,US-C,C,0.012907
597,US-C,C,0.014338
598,US-C,C,0
599,US-C,C,0.021959
600,US-C,C,0.016499
601,US-C,C,0.059045
602,US-C,C,0
603,US-C,C,0.158036
604,US-C,C,0
605,US-C,C,0.003636
606,US-C,C,0.020629
607,US-C,C,0.010727
608,US-C,C,0.011609
609,US-C,C,0.148892
610,US-C,C,0.055776
611,US-C,C,0.234287
612,US-C,C,0.019471
613,US-C,C,0.007471
614,US-IBD,C,0
615,US-IBD,C,0
616,US-IBD,C,0
617,US-IBD,C,0
618,US-IBD,C,0
619,US-IBD,C,0
620,US-IBD,C,0
621,US-IBD,C,0
622,US-IBD,C,0
623,US-IBD,C,0
624,US-IBD,C,0.03665
625,US-IBD,C,0
626,US-IBD,C,0
627,US-IBD,C,0
628,US-IBD,C,0
629,US-IBD,C,0.024643
630,US-IBD,C,0
631,US-IBD,C,0
632,US-IBD,C,0
633,US-IBD,C,0
634,US-IBD,C,0
635,US-IBD,C,0
636,US-IBD,C,0
637,US-IBD,C,0
638,US-IBD,C,0.030121
639,US-IBD,C,0
640,US-IBD,C,0
641,US-IBD,C,0
642,US-IBD,C,0.035942
643,US-IBD,C,0
644,US-IBD,C,0
645,US-IBD,C,0
646,US-IBD,C,0
647,US-IBD,C,0
648,US-IBD,C,0.046599
649,US-IBD,C,0
650,US-IBD,C,0
651,US-IBD,C,0
652,US-IBD,C,0
653,US-IBD,C,0
654,US-IBD,C,0.019414
655,US-IBD,C,0
656,US-IBD,C,0.019402
657,US-IBD,C,0.020553
658,US-IBD,C,0.035578
659,US-IBD,C,0
660,US-IBD,C,0
661,US-IBD,C,0.05662
662,US-IBD,C,0
663,US-IBD,C,0
664,US-IBD,C,0
665,US-IBD,C,0
666,US-IBD,C,0.056628
667,US-IBD,C,0.013681
668,US-IBD,C,0
669,US-IBD,C,0
670,US-IBD,C,0
671,US-IBD,C,0
672,US-IBD,C,0
673,US-IBD,C,0
674,US-IBD,C,0
675,US-IBD,C,0
676,US-IBD,C,0
677,US-IBD,C,0.026757
678,US-IBD,C,0
679,SE-Diabetic,C,0.019451958
680,SE-Diabetic,C,0.015159453
681,SE-Diabetic,C,0.062401899
682,SE-Diabetic,C,0.068070172
683,SE-Diabetic,C,0.009666292
684,SE-Diabetic,C,0.002499077
685,SE-Diabetic,C,0.028785796
686,SE-Diabetic,C,0.031982942
687,SE-Diabetic,C,0.022195683
688,SE-Diabetic,C,0
689,SE-Diabetic,C,0.009624812
690,SE-Diabetic,C,0.045942268
691,SE-Diabetic,C,0.006607367
692,SE-Diabetic,C,0.050281089
693,SE-Diabetic,C,0.007218
694,SE-Diabetic,C,0.008544047
695,SE-Diabetic,C,0.017288803
696,SE-Diabetic,C,0.00585469
697,SE-Diabetic,C,0
698,SE-Diabetic,C,0
699,SE-Diabetic,C,0.007909746
700,SE-Diabetic,C,0.009986828
701,SE-Diabetic,C,0.034697425
702,SE-Diabetic,C,0.077263664
703,SE-Diabetic,C,0
704,SE-Diabetic,C,0.020642615
705,SE-Diabetic,C,0.033107022
706,SE-Diabetic,C,0.019891792
707,SE-Diabetic,C,0.006700123
708,SE-Diabetic,C,0.002463738
709,SE-Diabetic,C,0.001594572
710,SE-Diabetic,C,0.00232645
711,SE-Diabetic,C,0.002274171
712,SE-Diabetic,C,0.015832246
713,SE-Diabetic,C,0.044581276
714,SE-Diabetic,C,0.003107198
715,SE-Diabetic,C,0.02128116
716,SE-Diabetic,C,0.010020051
717,SE-Diabetic,C,0.003540921
718,SE-Diabetic,C,0.001840482
719,SE-Diabetic,C,0.054732816
720,SE-Diabetic,C,0.002924896
721,SE-Diabetic,C,0
