Items	Items_URL	Class	Class_ID	Items_ID	Class_URL
洁面	https://item.jd.com/187698.html	面部护肤	1316,1381,1389	187698	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/615036.html	面部护肤	1316,1381,1389	615036	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1986007144.html	面部护肤	1316,1381,1389	1986007144	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1481064.html	面部护肤	1316,1381,1389	1481064	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/10746984160.html	面部护肤	1316,1381,1389	10746984160	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/7507183.html	面部护肤	1316,1381,1389	7507183	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4796411.html	面部护肤	1316,1381,1389	4796411	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/100001889124.html	面部护肤	1316,1381,1389	100001889124	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/3709799.html	面部护肤	1316,1381,1389	3709799	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4796415.html	面部护肤	1316,1381,1389	4796415	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/2772111.html	面部护肤	1316,1381,1389	2772111	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/819594.html	面部护肤	1316,1381,1389	819594	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/819155.html	面部护肤	1316,1381,1389	819155	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/6841107.html	面部护肤	1316,1381,1389	6841107	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/5950572.html	面部护肤	1316,1381,1389	5950572	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4189391.html	面部护肤	1316,1381,1389	4189391	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4732099.html	面部护肤	1316,1381,1389	4732099	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/6868525.html	面部护肤	1316,1381,1389	6868525	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4554677.html	面部护肤	1316,1381,1389	4554677	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/188490.html	面部护肤	1316,1381,1389	188490	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/633365.html	面部护肤	1316,1381,1389	633365	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1933838.html	面部护肤	1316,1381,1389	1933838	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1938301.html	面部护肤	1316,1381,1389	1938301	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/234368.html	面部护肤	1316,1381,1389	234368	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/5020761.html	面部护肤	1316,1381,1389	5020761	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/12318861127.html	面部护肤	1316,1381,1389	12318861127	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/188549.html	面部护肤	1316,1381,1389	188549	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1951405.html	面部护肤	1316,1381,1389	1951405	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/182610.html	面部护肤	1316,1381,1389	182610	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/6841109.html	面部护肤	1316,1381,1389	6841109	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1323259.html	面部护肤	1316,1381,1389	1323259	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/32210642617.html	面部护肤	1316,1381,1389	32210642617	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1346468.html	面部护肤	1316,1381,1389	1346468	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/892498.html	面部护肤	1316,1381,1389	892498	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/100001427903.html	面部护肤	1316,1381,1389	100001427903	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1089184.html	面部护肤	1316,1381,1389	1089184	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/187236.html	面部护肤	1316,1381,1389	187236	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/2344770.html	面部护肤	1316,1381,1389	2344770	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/8951939.html	面部护肤	1316,1381,1389	8951939	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/15120309487.html	面部护肤	1316,1381,1389	15120309487	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4383686.html	面部护肤	1316,1381,1389	4383686	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/2345347.html	面部护肤	1316,1381,1389	2345347	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/3087293.html	面部护肤	1316,1381,1389	3087293	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/32643695590.html	面部护肤	1316,1381,1389	32643695590	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/631452.html	面部护肤	1316,1381,1389	631452	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/33591764968.html	面部护肤	1316,1381,1389	33591764968	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4796433.html	面部护肤	1316,1381,1389	4796433	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/195943.html	面部护肤	1316,1381,1389	195943	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4796413.html	面部护肤	1316,1381,1389	4796413	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/186430.html	面部护肤	1316,1381,1389	186430	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/7530131.html	面部护肤	1316,1381,1389	7530131	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/34685005141.html	面部护肤	1316,1381,1389	34685005141	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/598699.html	面部护肤	1316,1381,1389	598699	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/6654804.html	面部护肤	1316,1381,1389	6654804	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/7244479.html	面部护肤	1316,1381,1389	7244479	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1005596847.html	面部护肤	1316,1381,1389	1005596847	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/891247.html	面部护肤	1316,1381,1389	891247	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1123302.html	面部护肤	1316,1381,1389	1123302	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4796417.html	面部护肤	1316,1381,1389	4796417	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1060304.html	面部护肤	1316,1381,1389	1060304	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/16878933215.html	面部护肤	1316,1381,1389	16878933215	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1097148.html	面部护肤	1316,1381,1389	1097148	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/182337.html	面部护肤	1316,1381,1389	182337	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/30238148019.html	面部护肤	1316,1381,1389	30238148019	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/819595.html	面部护肤	1316,1381,1389	819595	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/2734716.html	面部护肤	1316,1381,1389	2734716	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/34609958360.html	面部护肤	1316,1381,1389	34609958360	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1280931.html	面部护肤	1316,1381,1389	1280931	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/559662.html	面部护肤	1316,1381,1389	559662	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/304959.html	面部护肤	1316,1381,1389	304959	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/188565.html	面部护肤	1316,1381,1389	188565	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4637369.html	面部护肤	1316,1381,1389	4637369	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/182339.html	面部护肤	1316,1381,1389	182339	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/6115529.html	面部护肤	1316,1381,1389	6115529	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/2990384.html	面部护肤	1316,1381,1389	2990384	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/34685411426.html	面部护肤	1316,1381,1389	34685411426	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/2745315.html	面部护肤	1316,1381,1389	2745315	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1746763.html	面部护肤	1316,1381,1389	1746763	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/10277572854.html	面部护肤	1316,1381,1389	10277572854	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/255673.html	面部护肤	1316,1381,1389	255673	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1097140.html	面部护肤	1316,1381,1389	1097140	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/916377.html	面部护肤	1316,1381,1389	916377	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/598702.html	面部护肤	1316,1381,1389	598702	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/902635.html	面部护肤	1316,1381,1389	902635	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/34154488596.html	面部护肤	1316,1381,1389	34154488596	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/31439719078.html	面部护肤	1316,1381,1389	31439719078	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/5834105.html	面部护肤	1316,1381,1389	5834105	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4702994.html	面部护肤	1316,1381,1389	4702994	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/30837529899.html	面部护肤	1316,1381,1389	30837529899	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/1947717.html	面部护肤	1316,1381,1389	1947717	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/3806494.html	面部护肤	1316,1381,1389	3806494	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/2496453.html	面部护肤	1316,1381,1389	2496453	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/4211084.html	面部护肤	1316,1381,1389	4211084	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/6180743.html	面部护肤	1316,1381,1389	6180743	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/100000714878.html	面部护肤	1316,1381,1389	100000714878	https://list.jd.com/list.html?cat=1316,1381,1389
洁面	https://item.jd.com/411070.html	面部护肤	1316,1381,1389	411070	https://list.jd.com/list.html?cat=1316,1381,1389
乳液面霜	https://item.jd.com/19220331267.html	面部护肤	1316,1381,1391	19220331267	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1192475.html	面部护肤	1316,1381,1391	1192475	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/287403.html	面部护肤	1316,1381,1391	287403	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/189590.html	面部护肤	1316,1381,1391	189590	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/7759858.html	面部护肤	1316,1381,1391	7759858	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1130896.html	面部护肤	1316,1381,1391	1130896	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/819172.html	面部护肤	1316,1381,1391	819172	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/100000883844.html	面部护肤	1316,1381,1391	100000883844	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/187678.html	面部护肤	1316,1381,1391	187678	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1750036.html	面部护肤	1316,1381,1391	1750036	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1297918.html	面部护肤	1316,1381,1391	1297918	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/6627670.html	面部护肤	1316,1381,1391	6627670	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1779137.html	面部护肤	1316,1381,1391	1779137	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1097069.html	面部护肤	1316,1381,1391	1097069	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/549056.html	面部护肤	1316,1381,1391	549056	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/5235867.html	面部护肤	1316,1381,1391	5235867	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/13179797973.html	面部护肤	1316,1381,1391	13179797973	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/24618283446.html	面部护肤	1316,1381,1391	24618283446	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1322806.html	面部护肤	1316,1381,1391	1322806	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/6627666.html	面部护肤	1316,1381,1391	6627666	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/916381.html	面部护肤	1316,1381,1391	916381	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/2144269.html	面部护肤	1316,1381,1391	2144269	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/4380096.html	面部护肤	1316,1381,1391	4380096	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/182351.html	面部护肤	1316,1381,1391	182351	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1948548.html	面部护肤	1316,1381,1391	1948548	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1982585.html	面部护肤	1316,1381,1391	1982585	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/100001889080.html	面部护肤	1316,1381,1391	100001889080	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/727034.html	面部护肤	1316,1381,1391	727034	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/732836.html	面部护肤	1316,1381,1391	732836	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1041017.html	面部护肤	1316,1381,1391	1041017	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/182348.html	面部护肤	1316,1381,1391	182348	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3980632.html	面部护肤	1316,1381,1391	3980632	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/319122.html	面部护肤	1316,1381,1391	319122	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/18607753806.html	面部护肤	1316,1381,1391	18607753806	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/4343840.html	面部护肤	1316,1381,1391	4343840	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/12511404381.html	面部护肤	1316,1381,1391	12511404381	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/824319.html	面部护肤	1316,1381,1391	824319	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/187706.html	面部护肤	1316,1381,1391	187706	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1721537.html	面部护肤	1316,1381,1391	1721537	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/26218632066.html	面部护肤	1316,1381,1391	26218632066	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/19997505890.html	面部护肤	1316,1381,1391	19997505890	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/2593925.html	面部护肤	1316,1381,1391	2593925	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/2035243.html	面部护肤	1316,1381,1391	2035243	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/610898.html	面部护肤	1316,1381,1391	610898	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/7443747.html	面部护肤	1316,1381,1391	7443747	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3981120.html	面部护肤	1316,1381,1391	3981120	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/719384.html	面部护肤	1316,1381,1391	719384	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/31058977725.html	面部护肤	1316,1381,1391	31058977725	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/274645.html	面部护肤	1316,1381,1391	274645	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3642297.html	面部护肤	1316,1381,1391	3642297	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/32900328280.html	面部护肤	1316,1381,1391	32900328280	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/33201615472.html	面部护肤	1316,1381,1391	33201615472	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/231447.html	面部护肤	1316,1381,1391	231447	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/819173.html	面部护肤	1316,1381,1391	819173	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1750032.html	面部护肤	1316,1381,1391	1750032	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1297910.html	面部护肤	1316,1381,1391	1297910	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/25595895146.html	面部护肤	1316,1381,1391	25595895146	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/549051.html	面部护肤	1316,1381,1391	549051	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1043860.html	面部护肤	1316,1381,1391	1043860	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3772555.html	面部护肤	1316,1381,1391	3772555	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/2254554.html	面部护肤	1316,1381,1391	2254554	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3543462.html	面部护肤	1316,1381,1391	3543462	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/818098.html	面部护肤	1316,1381,1391	818098	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/216064.html	面部护肤	1316,1381,1391	216064	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/29066083223.html	面部护肤	1316,1381,1391	29066083223	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1982584.html	面部护肤	1316,1381,1391	1982584	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/2286059.html	面部护肤	1316,1381,1391	2286059	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/727020.html	面部护肤	1316,1381,1391	727020	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1938091.html	面部护肤	1316,1381,1391	1938091	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/26154016744.html	面部护肤	1316,1381,1391	26154016744	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1609165.html	面部护肤	1316,1381,1391	1609165	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3543802.html	面部护肤	1316,1381,1391	3543802	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/28982158129.html	面部护肤	1316,1381,1391	28982158129	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1298309.html	面部护肤	1316,1381,1391	1298309	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1956180133.html	面部护肤	1316,1381,1391	1956180133	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/364799.html	面部护肤	1316,1381,1391	364799	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1995208314.html	面部护肤	1316,1381,1391	1995208314	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1303528.html	面部护肤	1316,1381,1391	1303528	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/35020055472.html	面部护肤	1316,1381,1391	35020055472	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3549889.html	面部护肤	1316,1381,1391	3549889	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/11266579628.html	面部护肤	1316,1381,1391	11266579628	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1130694.html	面部护肤	1316,1381,1391	1130694	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/6375779.html	面部护肤	1316,1381,1391	6375779	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/380075.html	面部护肤	1316,1381,1391	380075	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/8663830.html	面部护肤	1316,1381,1391	8663830	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3689683.html	面部护肤	1316,1381,1391	3689683	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3628700.html	面部护肤	1316,1381,1391	3628700	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/216126.html	面部护肤	1316,1381,1391	216126	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1060218.html	面部护肤	1316,1381,1391	1060218	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/3158913.html	面部护肤	1316,1381,1391	3158913	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/562300.html	面部护肤	1316,1381,1391	562300	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/2035225.html	面部护肤	1316,1381,1391	2035225	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1750019.html	面部护肤	1316,1381,1391	1750019	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/1317152.html	面部护肤	1316,1381,1391	1317152	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/7192326.html	面部护肤	1316,1381,1391	7192326	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/6841093.html	面部护肤	1316,1381,1391	6841093	https://list.jd.com/list.html?cat=1316,1381,1391
乳液面霜	https://item.jd.com/4247184.html	面部护肤	1316,1381,1391	4247184	https://list.jd.com/list.html?cat=1316,1381,1391
