Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
OPI指甲油浅红灰色NLL12 15ml（环保无毒 经典裸色 持久快干）新老包装更替中随机发货	https://item.jd.com/1500538.html	1500538	美甲	1500538	香水彩妆	1316,1387,1428	53.50	109.00	;商品名称：OPI浅红灰色;;商品编号：1500538;;商品毛重：60.00g;;商品产地：美国;;妆效：自然，光泽;;产品产地：欧美;;类型：油性型指甲油;;国产/进口：进口;;分类：彩色甲油;;颜色：裸色;	1000002491	有效期2018-11-28至2018-12-27,满30减5		99	0	1	1900	10	9	2000	1500	5
悦诗风吟Innisfree生机指甲油 华丽闪片系6ml （亮片 ）蔷薇荆棘 66号 糖梅仙子之舞	https://item.jd.com/33476128439.html	33476128439	美甲	33476128439	香水彩妆	1316,1387,1428	28.00	28.00	;商品名称：悦诗风吟Innisfree生机指甲油 华丽闪片系6ml （亮片 ）蔷薇荆棘 66号 糖梅仙子之舞;;商品编号：33476128439;;店铺：;悦诗风吟美妆官方旗舰店;;商品毛重：60.00g;;妆效：闪光/珠光;;产品产地：中国大陆;;类型：油性型指甲油;;国产/进口：国产;;分类：彩色甲油;;颜色：红色系;	863854		Âú499Ôª¼õ50Ôª	99	1	0	1200	3	4	1200	1000	5
	https://item.jd.com/100000806267.html	100000806267	美甲	100000806267	香水彩妆	1316,1387,1428	89.00	198.00	;商品名称：糖果小姐糖果小姐（Miss Candy）;;商品编号：100000806267;;商品毛重：110.00g;;商品产地：中国大陆浙江;;妆效：自然;;产品产地：中国大陆;;类型：水性型指甲油;;国产/进口：国产;;分类：彩色甲油;;颜色：多色;	1000010549		满199元减100元;每满199元，可减100元现金	98	1	1	100	1	2	100	100	5
MissCandy健康甲油可剥指甲油女持久无味美甲套装 魔卡小樱联名款粉蕊SN067*1	https://item.jd.com/100001474042.html	100001474042	美甲	100001474042	香水彩妆	1316,1387,1428	125.00	256.00	;商品名称：糖果小姐MissCandy指甲油;;商品编号：100001474042;;商品毛重：160.00g;;商品产地：中国大陆浙江;;妆效：光泽;;产品产地：中国大陆;;类型：水性型指甲油;;国产/进口：国产;;分类：美甲套装;;颜色：粉色系;	1000010549		每满199元，可减100元现金;满199元减100元	98	0	2	27000	100	100	27000	19000	5
Miss Candy健康美甲 无味持久可撕指甲油  显白深色系 夜游/纯黑 NA022	https://item.jd.com/2002761.html	2002761	美甲	2002761	香水彩妆	1316,1387,1428	59.00	258.00	;商品名称：糖果小姐MS51;;商品编号：2002761;;商品毛重：70.00g;;商品产地：中国大陆浙江;;妆效：闪光/珠光;;产品产地：中国大陆;;类型：水性型指甲油;;国产/进口：国产;;分类：彩色甲油;;颜色：黑色;	1000010549		每满199元，可减100元现金;满199元减100元	99	0	1	8900	30	30	9000	6700	5
糖果小姐（Miss Candy） 健康甲油可剥无毒无味指甲油美甲 经典热卖色 sc012/底油亮油套装	https://item.jd.com/32198910648.html	32198910648	美甲	32198910648	香水彩妆	1316,1387,1428	85.00	130.00	;商品名称：糖果小姐（Miss Candy） 健康甲油可剥无毒无味指甲油美甲 经典热卖色 sc012/底油亮油套装;;商品编号：32198910648;;店铺：;Miss Candy旗舰店;;商品毛重：70.00g;;妆效：自然;;产品产地：其它;;类型：水性型指甲油;;国产/进口：国产;;分类：彩色甲油;;颜色：多色;	189430	有效期2018-12-06至2018-12-13,满1000减100	满299元减30元;满199元减100元	99	0	1	700	4	2	700	500	5
	https://item.jd.com/2796128.html	2796128	眼线	2796128	香水彩妆	1316,1387,13549	98.00	99.00	;商品名称：美宝莲眼线笔;;商品编号：2796128;;商品毛重：10.00g;;商品产地：中国上海;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：极细;;颜色：黑色;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	98	1	1	170000	1000	1000	180000	120000	5
玛丽黛佳（MARIEDALGAR）酷黑速干眼线笔 1.0ml（防水不易晕染 防汗 不易脱色 持久 初学者）	https://item.jd.com/1133490.html	1133490	眼线	1133490	香水彩妆	1316,1387,13549	52.00	68.00	;商品名称：玛丽黛佳眼线水笔;;商品编号：1133490;;商品毛重：20.00g;;商品产地：中国上海;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水;;颜色：黑色;	1000002502	有效期2018-12-01至2018-12-31,满99减10	每满199元，可减100元现金;满199元减100元	98	1	1	140000	1200	900	140000	87000	5
卡姿兰（Carslan）大眼睛持久液体眼线笔2ml (防水不晕染眼线笔 眼线液笔 彩妆）新老包装随机发货	https://item.jd.com/262707.html	262707	眼线	262707	香水彩妆	1316,1387,13549	52.00	69.00	;商品名称：卡姿兰眼线笔;;商品编号：262707;;商品毛重：20.00g;;商品产地：广州;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：极细，防晕染;;颜色：黑色;	1000002523		满99元减20元;满299元减30元	97	1	2	250000	4100	3000	260000	130000	5
奇士美（KissMe）盈美柔滑液体眼线笔0.4ml （浓郁黑）（耐泪 耐汗 耐水）	https://item.jd.com/1197760.html	1197760	眼线	1197760	香水彩妆	1316,1387,13549	89.00	148.00	;商品名称：奇士美眼线液笔;;商品编号：1197760;;商品毛重：20.00g;;商品产地：天津;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水;;颜色：黑色;	1000002495		每满199元，可减100元现金;满3件，立减最低1件商品价格	97	2	1	85000	900	1300	88000	56000	5
卡姿兰（Carslan）大眼晴零触感眼线笔0.55g(防水不晕染眼线笔 眼线液笔 彩妆）	https://item.jd.com/1296650.html	1296650	眼线	1296650	香水彩妆	1316,1387,13549	79.00	106.00	;商品名称：卡姿兰大眼晴零触感眼线笔0.55g;;商品编号：1296650;;商品毛重：20.00g;;商品产地：广东广州;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	1000002523		满99元减20元;满299元减30元	97	1	2	250000	4100	3000	260000	130000	5
完美日记 PERFECT DIARY 纤细持久眼线液笔 01黑色（极细持久防水防汗不易脱色晕染）	https://item.jd.com/100000339460.html	100000339460	眼线	100000339460	香水彩妆	1316,1387,13549	45.00	69.00	;商品名称：完美日记眼线笔;;商品编号：100000339460;;商品毛重：20.00g;;商品产地：中国广东省广州市;;货号：6970582792560;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	1000118121		满199元减100元;满3件，立减最低1件商品价格	99	0	1	7900	20	10	8000	6700	5
卡姿兰（Carslan）浓黑炫亮眼线笔0.55g 防水防晕染持久显色速干	https://item.jd.com/4247926.html	4247926	眼线	4247926	香水彩妆	1316,1387,13549	75.00	99.00	;商品名称：卡姿兰眼线笔;;商品编号：4247926;;商品毛重：6.00g;;商品产地：广州;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：极细，易延展，防晕染;;颜色：黑色;	1000002523		满99元减20元;满299元减30元	97	1	2	250000	4100	3000	260000	130000	5
	https://item.jd.com/1211741.html	1211741	眼线	1211741	香水彩妆	1316,1387,13549	88.00	89.00	;商品名称：美宝莲眼线膏;;商品编号：1211741;;商品毛重：20.00g;;商品产地：中国江苏;;妆效：自然;;质地：膏/霜状;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	98	1	1	170000	1000	1000	180000	120000	5
	https://item.jd.com/29196358651.html	29196358651	眼线	29196358651	香水彩妆	1316,1387,13549	49.90	199.00	;商品名称：ZEESEA 滋色持久眼线笔 防水不晕染初学者眼线液 姿色眼线胶笔 黑色;;商品编号：29196358651;;店铺：;ZEESEA旗舰店;;商品毛重：50.00g;;货号：6971555162113;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，防晕染;;颜色：黑色;	212117	有效期2018-11-13至2019-02-21,满148减10;有效期2018-11-13至2019-02-21,满178减20;有效期2018-11-13至2019-02-21,满238减40	Âú99Ôª¼õ20Ôª;Âú299Ôª¼õ30Ôª	99	1	0	26000	50	50	26000	21000	5
	https://item.jd.com/5001433.html	5001433	眼线	5001433	香水彩妆	1316,1387,13549	49.90	80.00		1000107541	有效期2018-12-10至2018-12-12,满299减40	满2件，总价打5折;每满199元，可减100元现金，最多可减200元	99	1	0	26000	100	100	26000	21000	5
奇士美（KISS ME）花盈美蔻盈美柔滑液体眼线笔升级版0.4ml 01曜石黑（不晕染）	https://item.jd.com/8317690.html	8317690	眼线	8317690	香水彩妆	1316,1387,13549	99.00	149.00	;商品名称：奇士美眼线笔;;商品编号：8317690;;商品毛重：30.00g;;商品产地：江苏;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防晕染;;颜色：黑色;	0		每满299元，可减120元现金，最多可减1000元;满3件，立减最低1件商品价格	97	2	1	85000	900	1300	88000	56000	5
MISS ROSE黑色眼线笔硬头 速干防水防汗不晕染持久不脱色学生水笔 黑色	https://item.jd.com/32959756501.html	32959756501	眼线	32959756501	香水彩妆	1316,1387,13549	19.90	86.00	;商品名称：MISS ROSE黑色眼线笔硬头 速干防水防汗不晕染持久不脱色学生水笔 黑色;;商品编号：32959756501;;店铺：;MISS ROSE旗舰店;;商品毛重：30.00g;;商品产地：中国大陆;;货号：7402-117H;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	855772	有效期2018-11-19至2019-01-31,满199减30;有效期2018-11-19至2019-01-31,满299减60;有效期2018-11-19至2019-01-31,满399减100	满29元减10元	99	0	1	4700	4	4	4700	3500	5
完美日记 纤细持久眼线液笔防水不易晕染眼线笔 01黑色	https://item.jd.com/16932342934.html	16932342934	眼线	16932342934	香水彩妆	1316,1387,13549	35.90	69.00	;商品名称：完美日记 纤细持久眼线液笔防水不易晕染眼线笔 01黑色;;商品编号：16932342934;;店铺：;完美日记官方旗舰店;;商品毛重：20.00g;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	666716	有效期2018-12-10至2018-12-12,满199减30;有效期2018-12-06至2018-12-13,满1000减100	满71元减26元	99	1	0	11000	30	40	12000	9900	5
奇士美（KISS ME）花盈美蔻盈美柔滑液体眼线笔升级版0.4ml 01曜石黑（纪念版促销套装）	https://item.jd.com/100000540097.html	100000540097	眼线	100000540097	香水彩妆	1316,1387,13549	99.00	149.00	;商品名称：奇士美促销套装;;商品编号：100000540097;;商品毛重：110.00g;;商品产地：江苏;;国产/进口：国产;;分类：组合装;;产品产地：中国大陆;	0		每满299元，可减120元现金，最多可减1000元;满3件，立减最低1件商品价格	97	2	1	85000	900	1300	88000	56000	5
完美日记（PERFECT DIARY）纤细持久眼线液笔 02棕色（极细持久防水防汗不易脱色晕染）	https://item.jd.com/100000339494.html	100000339494	眼线	100000339494	香水彩妆	1316,1387,13549	45.00	69.00	;商品名称：完美日记眼线笔;;商品编号：100000339494;;商品毛重：20.00g;;商品产地：中国广东省广州市;;货号：6970582795684;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：防汗/水，极细，易延展，防晕染;;颜色：棕色;	1000118121		满199元减100元;满3件，立减最低1件商品价格	99	0	1	7900	20	10	8000	6700	5
奇士美（kiss me） kissme花漾美姬梦幻泪眼液体眼线笔Kissme眼线液笔 黑色眼线液	https://item.jd.com/1011052164.html	1011052164	眼线	1011052164	香水彩妆	1316,1387,13549	58.00	120.00		193276	有效期2018-12-06至2018-12-16,满109减10;有效期2018-12-06至2018-12-16,满199减20;有效期2018-12-06至2018-12-16,满469减50		98	1	1	15000	100	100	15000	10000	5
	https://item.jd.com/19995622473.html	19995622473	眼线	19995622473	香水彩妆	1316,1387,13549	39.00	78.00	;商品名称：【买2件领券减20】NudeFace 心动眼线笔/0.55g 防水防汗不晕染 初学者黑色 眼线笔;;商品编号：19995622473;;店铺：;NudeFace官方旗舰店;;商品毛重：60.00g;;商品产地：中国大陆;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，防晕染;;颜色：黑色;	731666	有效期2018-12-11至2018-12-31,满58减20	满199元减100元，包邮（限中国内地）;满98元减20元，得赠品，赠完即止，请在购物车点击领取	99	0	1	18000	80	50	19000	13000	5
	https://item.jd.com/1933832.html	1933832	眼线	1933832	香水彩妆	1316,1387,13549	106.00	109.00		1000010101	有效期2018-12-10至2018-12-12,满299减40	满2件，总价打5折;每满199元，可减100元现金，最多可减200元	99	1	0	11000	20	30	11000	9300	5
MISS ROSE 3秒速干防水防汗不晕染硬头眼线笔学生初学者女 黑色	https://item.jd.com/32960097477.html	32960097477	眼线	32960097477	香水彩妆	1316,1387,13549	39.90	119.00	;商品名称：MISS ROSE 3秒速干防水防汗不晕染硬头眼线笔学生初学者女 黑色;;商品编号：32960097477;;店铺：;MISS ROSE旗舰店;;商品毛重：30.00g;;商品产地：中国大陆;;货号：7402-119H;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，易延展，防晕染;;颜色：黑色;	855772	有效期2018-11-19至2019-01-31,满199减30;有效期2018-11-19至2019-01-31,满299减60;有效期2018-11-19至2019-01-31,满399减100	满29元减10元	99	0	1	1800	3	1	1800	1500	5
稚优泉 CHIOTURE 灵眸速干眼线液笔 01黑色 0.6g （防水不易晕染 眼线液笔 速干 彩妆）	https://item.jd.com/4088999.html	4088999	眼线	4088999	香水彩妆	1316,1387,13549	37.90	108.00	;商品名称：稚优泉眼线笔;;商品编号：4088999;;商品毛重：10.00g;;商品产地：上海;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：极细，易延展，防晕染;;颜色：黑色;	1000087085	有效期2018-12-06至2018-12-31,满59减3	每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	62000	200	200	63000	49000	5
	https://item.jd.com/31892632393.html	31892632393	眼线	31892632393	香水彩妆	1316,1387,13549	39.00	49.00	;商品名称：格蒙（GECOMO）孔雀眼线笔防水不晕染初学者软头大眼睛持久液体眼线液笔不易掉色眼线水笔彩妆;;商品编号：31892632393;;店铺：;格蒙彩妆旗舰店;;商品毛重：60.00g;;商品产地：中国大陆;;货号：203005;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，防晕染;;颜色：黑色;	813899	有效期2018-11-01至2018-12-31,满20减5;有效期2018-11-01至2018-12-31,满50减10;有效期2018-11-01至2018-12-31,满99减20	满99元减20元;满3件，立减最低1件商品价格	99	0	1	700	2	0	700	300	5
依莱丽（YILAILI） 不晕染眼线笔大眼速干1.0ml（防水防汗眼线液笔 不易脱色 持久 初学者） 大眼睛速干眼线笔	https://item.jd.com/28797402654.html	28797402654	眼线	28797402654	香水彩妆	1316,1387,13549	39.00	278.00	;商品名称：依莱丽（YILAILI） 不晕染眼线笔大眼速干1.0ml（防水防汗眼线液笔 不易脱色 持久 初学者） 大眼睛速干眼线笔;;商品编号：28797402654;;店铺：;依莱丽彩妆旗舰店;;商品毛重：100.00g;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	651702	有效期2018-12-12至2018-12-15,满39减20;有效期2018-12-12至2018-12-15,满99减50;有效期2018-12-06至2018-12-13,满1000减100	满70元减38元	99	0	1	6900	10	8	7000	4700	5
稚优泉（CHIOTURE）炫彩慕斯眼线胶笔 M02（防水不易晕染 铅笔硬头 大眼定妆）	https://item.jd.com/5638534.html	5638534	眼线	5638534	香水彩妆	1316,1387,13549	32.90	108.00	;商品名称：稚优泉眼线笔;;商品编号：5638534;;商品毛重：10.00g;;商品产地：上海;;功效：防晕染，防水;;分类：眼线笔;	1000087085	有效期2018-12-06至2018-12-31,满59减3	满3件，立减最低1件商品价格;每满199元，可减100元现金	99	0	1	62000	200	200	63000	49000	5
火烈鸟 丝羽流畅眼线笔套盒 密羽非凡睫毛膏组合速干保湿防水不晕染初学者彩妆	https://item.jd.com/12049235804.html	12049235804	眼线	12049235804	香水彩妆	1316,1387,13549	31.00	88.00	;商品名称：火烈鸟 丝羽流畅眼线笔套盒 密羽非凡睫毛膏组合速干保湿防水不晕染初学者彩妆;;商品编号：12049235804;;店铺：;永乔化妆品专营店;;商品毛重：100.00g;;商品产地：中国大陆;;货号：火LMZ1001;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，易延展，防晕染;;颜色：黑色;	151086	有效期2018-12-01至2018-12-31,满49减5;有效期2018-12-01至2018-12-31,满98减10;有效期2018-12-01至2018-12-31,满168减15	满299元减30元	98	0	2	7700	40	30	7800	5900	5
LB 媚姿晶钻�ㄠ�眼线胶笔 墨黑色 0.1g （鲜奶油眼线笔 防水 不晕染  一笔成型 初学者适用）	https://item.jd.com/7060122.html	7060122	眼线	7060122	香水彩妆	1316,1387,13549	79.00	100.00	;商品名称：LB眼线笔;;商品编号：7060122;;商品毛重：20.00g;;商品产地：日本;;产品产地：日本;;国产/进口：进口;;分类：眼线笔;;功效：极细，易延展，防晕染;;颜色：黑色;	1000101884		每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	9100	40	20	9200	7300	5
BSIMONE 魅眼酷黑液体速干眼线笔大眼定妆持久不脱色防水防汗不晕染眼线笔极细硬头初学者 黑色	https://item.jd.com/30033250582.html	30033250582	眼线	30033250582	香水彩妆	1316,1387,13549	29.90	89.00	;商品名称：BSIMONE 魅眼酷黑液体速干眼线笔大眼定妆持久不脱色防水防汗不晕染眼线笔极细硬头初学者 黑色;;商品编号：30033250582;;店铺：;BSIMONE化妆品官方旗舰店;;商品毛重：17.00g;;商品产地：中国大陆;;货号：6018;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	818178	有效期2018-11-11至2018-12-31,满59减10;有效期2018-11-01至2018-12-31,满99减15;有效期2018-11-01至2018-12-31,满199减20		99	1	0	3800	1	2	3800	2700	5
	https://item.jd.com/5446522.html	5446522	眼线	5446522	香水彩妆	1316,1387,13549	49.90	80.00		1000107541	有效期2018-12-10至2018-12-12,满299减40	满2件，总价打5折;每满199元，可减100元现金，最多可减200元	99	1	0	26000	100	100	26000	21000	5
卡姿兰（Carslan） 眼线笔初学者 大眼睛持久防水不晕染眼线液笔2ml硬头细眼妆眼 送睫毛膏	https://item.jd.com/1163638048.html	1163638048	眼线	1163638048	香水彩妆	1316,1387,13549	49.00	89.00	;商品名称：卡姿兰（Carslan） 眼线笔初学者 大眼睛持久防水不晕染眼线液笔2ml硬头细眼妆眼 送睫毛膏;;商品编号：1163638048;;店铺：;香草物语化妆品;;商品毛重：100.00g;;商品产地：中国大陆;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：防汗/水，易延展，防晕染;;颜色：黑色;	35163	有效期2018-12-11至2018-12-13,满99减10;有效期2018-11-16至2019-01-22,满109减10;有效期2018-11-16至2019-01-22,满199减20		93	3	4	32000	1100	900	34000	12000	5
迪奥兰（DIOLAN） 眼线笔行云流水眼线液笔 防晕染眼线笔自然流畅持久防水防汗 黑色	https://item.jd.com/35676839332.html	35676839332	眼线	35676839332	香水彩妆	1316,1387,13549	49.00	99.00	;商品名称：迪奥兰（DIOLAN） 眼线笔行云流水眼线液笔 防晕染眼线笔自然流畅持久防水防汗 黑色;;商品编号：35676839332;;店铺：;迪奥兰旗舰店;;商品毛重：10.00g;;货号：DEL8001B;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防晕染;;颜色：黑色;	812386	有效期2018-11-29至2018-12-31,满59减5;有效期2018-11-29至2018-12-31,满99减10;有效期2018-11-29至2018-12-31,满139减20	满199元减100元;满99元减50元	100	0	0	1300	0	0	1300	900	5
悦诗风吟 Innisfree 生机自动眼线笔 1_黑色 0.5g	https://item.jd.com/4484090.html	4484090	眼线	4484090	香水彩妆	1316,1387,13549	55.00	56.00	;商品名称：悦诗风吟眼线;;商品编号：4484090;;商品毛重：10.00g;;商品产地：中国上海;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：易延展，防晕染;;颜色：棕色;	1000014041	有效期2018-12-12至2018-12-13,满500减50	满199元、300元、500元可得相应赠品，赠完即止，请在购物车点击领取;满199元、399元可得相应赠品，赠完即止，请在购物车点击领取	98	1	1	16000	100	90	16000	13000	5
蜜丝佛陀（Max Factor）亮彩速干防水眼线液 1.7ml 黑色（彩妆 细软头 持久 不晕染 不易脱妆 防水 易卸）	https://item.jd.com/1186113.html	1186113	眼线	1186113	香水彩妆	1316,1387,13549	79.00	118.00	;商品名称：蜜丝佛陀眼线液;;商品编号：1186113;;商品毛重：10.00g;;商品产地：德国;;产品产地：欧美;;国产/进口：进口;;分类：眼线液;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	1000002487		满199元即赠热销商品，赠完即止	96	2	2	15000	200	200	15000	6800	5
LB 媚姿晶钻�ㄠ�眼线胶笔 珠光巧克力棕 0.1g （鲜奶油眼线笔 防水 不晕染 ）	https://item.jd.com/7060144.html	7060144	眼线	7060144	香水彩妆	1316,1387,13549	79.00	100.00	;商品名称：LB眼线笔;;商品编号：7060144;;商品毛重：20.00g;;商品产地：日本;;产品产地：日本;;国产/进口：进口;;分类：眼线笔;;功效：极细，易延展，防晕染;;颜色：棕色;	1000101884		每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	9100	40	20	9200	7300	5
	https://item.jd.com/1018992319.html	1018992319	眼线	1018992319	香水彩妆	1316,1387,13549	58.00	68.00	;商品名称：玛丽黛佳（MARIE DALGAR）【玛丽黛佳旗舰店】酷黑速干眼线笔防水防汗持久不易脱色不易晕染;;商品编号：1018992319;;店铺：;玛丽黛佳旗舰店;;商品毛重：19.00g;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：易延展，防晕染;;颜色：黑色;	34695	有效期2018-12-10至2018-12-16,满99减10;有效期2018-12-06至2018-12-13,满1000减100	满3件，立减最低1件商品价格;每满199元，可减100元现金	98	1	1	15000	100	100	15000	8600	5
韩恩（HANEN） 眼线笔细防水不晕染防汗不脱色持久眼线液初学者大眼定妆正品 黑色	https://item.jd.com/26566105508.html	26566105508	眼线	26566105508	香水彩妆	1316,1387,13549	29.00	79.00	;商品名称：韩恩（HANEN） 眼线笔细防水不晕染防汗不脱色持久眼线液初学者大眼定妆正品 黑色;;商品编号：26566105508;;店铺：;韩恩美妆旗舰店;;商品毛重：10.00g;;商品产地：中国大陆;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	772473	有效期2018-12-03至2018-12-14,满60减5;有效期2018-10-30至2019-04-28,满100减10;有效期2018-12-03至2018-12-14,满150减20	满100元减10元	99	0	1	5900	20	20	5900	4100	5
【买1送1】阿底提 抖音同款速干眼线笔液防水防汗不晕染不脱黑色持久大眼定妆正品新手初学者 黑色	https://item.jd.com/32859157230.html	32859157230	眼线	32859157230	香水彩妆	1316,1387,13549	89.00	168.00	;商品名称：【买1送1】阿底提 抖音同款速干眼线笔液防水防汗不晕染不脱黑色持久大眼定妆正品新手初学者 黑色;;商品编号：32859157230;;店铺：;阿底提官方旗舰店;;商品毛重：200.00g;;商品产地：中国大陆;;货号：眼线笔;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，防晕染;;颜色：黑色;	601855		满99元减20元;满3件，立减最低1件商品价格	100	0	0	200	0	0	200	100	5
3 CONCEPT EYES 第三眼/3ce气垫眼线液笔 防水不晕染眼妆持久不脱色送扁头刷 02 深棕色	https://item.jd.com/1656408719.html	1656408719	眼线	1656408719	香水彩妆	1316,1387,13549	126.80	329.00	;商品名称：3 CONCEPT EYES 第三眼/3ce气垫眼线液笔 防水不晕染眼妆持久不脱色送扁头刷 02 深棕色;;商品编号：1656408719;;店铺：;3 CONCEPT EYES官方旗舰店;;商品毛重：2.00g;;商品产地：中国大陆;;货号：395;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线液;;功效：防汗/水，极细，易延展，防晕染;;颜色：黑色;	149346	有效期2018-11-30至2019-01-03,满99减10;有效期2018-12-03至2019-01-03,满300减50;有效期2018-12-06至2018-12-13,满1000减100	满199元减100元	99	1	0	1200	2	3	1200	400	5
泰国原装 Mistine浓黑眼线笔银管 速干红管眼线液笔 防水不晕染不脱妆 红管	https://item.jd.com/1968611417.html	1968611417	眼线	1968611417	香水彩妆	1316,1387,13549	39.00	115.00		588105	有效期2018-12-06至2018-12-13,满499减100;有效期2018-12-06至2018-12-13,满499减100	满99元减10元，满199元减20元，满399元减50元	98	1	1	10000	60	70	10000	7600	5
凯朵（KATE）畅妆持久浓细眼线液 BK-1 0.6ml（黑色 防水不晕染 极细易画）	https://item.jd.com/6271766.html	6271766	眼线	6271766	香水彩妆	1316,1387,13549	99.00	109.00	;商品名称：凯朵眼线液;;商品编号：6271766;;商品毛重：18.00g;;商品产地：江苏;;功效：防晕染，极细;;分类：眼线液;	1000010589		满499元减150元;满299元减30元	99	0	1	2600	10	6	2700	2200	5
完美日记 纤细持久眼线液笔防水不易晕染眼线笔 02 棕色	https://item.jd.com/25198937979.html	25198937979	眼线	25198937979	香水彩妆	1316,1387,13549	35.90	69.00	;商品名称：完美日记 纤细持久眼线液笔防水不易晕染眼线笔 02 棕色;;商品编号：25198937979;;店铺：;完美日记官方旗舰店;;商品毛重：20.00g;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：棕色;	666716	有效期2018-12-10至2018-12-12,满199减30;有效期2018-12-06至2018-12-13,满1000减100	满71元减26元	99	1	0	11000	30	40	12000	9900	5
奇士美（KissMe） 纤细眼线笔0.1g （棕色02）（耐水 耐汗 免削 ）	https://item.jd.com/1197740.html	1197740	眼线	1197740	香水彩妆	1316,1387,13549	59.90	75.00	;商品名称：奇士美眼线笔;;商品编号：1197740;;商品毛重：20.00g;;商品产地：天津;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水;;颜色：棕色;	1000002495		每满299元，可减120元现金，最多可减1000元;满3件，立减最低1件商品价格	96	1	3	32000	500	400	33000	20000	5
Mistine（蜜丝婷）浓黑眼线笔红管 1g/支（抗晕染 持久显色 防水不晕染 不脱妆 极细速干）	https://item.jd.com/7740164.html	7740164	眼线	7740164	香水彩妆	1316,1387,13549	59.90	135.00	;商品名称：Mistine红管 眼线笔;;商品编号：7740164;;商品毛重：20.00g;;商品产地：中国;;产品产地：中国大陆;;国产/进口：国产;;分类：眼线笔;;功效：防汗/水，极细，防晕染;;颜色：其它;	1000092494		满199元减100元;满3件，立减最低1件商品价格	99	0	1	4100	10	10	4200	3400	5
植村秀（Shu-uemura）新如胶似漆眼线笔（棕黑）0.08G（防水不晕染 持久上色）	https://item.jd.com/3251824.html	3251824	眼线	3251824	香水彩妆	1316,1387,13549	229.00	235.00	;商品名称：植村秀眼线笔;;商品编号：3251824;;商品毛重：20.00g;;商品产地：日本;;产品产地：日本;;国产/进口：进口;;分类：眼线笔;;功效：防汗/水，极细，易延展，防晕染;;颜色：棕色;	1000081849		满499元减150元;满499元减100元	98	1	1	5700	40	40	5800	4000	5
